Unnamed: 0,date,water temperature,salt,temperature,air press,wind direction,wind speed,max wind
0,2017/06/01 0:00,16.5,33.87,19.43,1001.4,2,2.58,3.33
1,2017/06/01 1:00,16.5,33.87,19.7,1001.14,1,1.99,2.55
2,2017/06/01 2:00,16.46,33.89,19.64,1000.68,2,2.73,3.48
3,2017/06/01 3:00,16.4,33.96,19.55,1000.35,1,2.24,2.92
4,2017/06/01 4:00,16.4,34.09,19.13,1000.55,3,1.77,2.42
5,2017/06/01 5:00,16.4,34.05,18.92,1000.23,6,2.52,3.26
6,2017/06/01 6:00,16.4,34.0,18.76,1000.56,3,2.25,3.01
7,2017/06/01 7:00,16.4,34.03,18.78,1000.6,3,2.02,2.71
8,2017/06/01 8:00,16.4,34.03,19.11,1000.4,6,2.41,3.19
9,2017/06/01 9:00,16.43,34.09,19.1,999.46,6,3.8,5.01
10,2017/06/01 10:00,16.42,34.19,19.25,998.66,6,3.61,4.8
11,2017/06/01 11:00,16.54,34.09,19.92,998.46,6,3.95,5.26
12,2017/06/01 12:00,16.77,34.15,19.54,998.13,6,5.12,6.47
13,2017/06/01 13:00,17.0,34.12,21.1,997.9,6,4.68,6.38
14,2017/06/01 14:00,17.03,34.07,20.85,997.18,6,5.61,7.61
15,2017/06/01 15:00,17.07,34.08,19.53,996.84,6,5.72,7.71
16,2017/06/01 16:00,17.08,34.06,18.91,996.24,6,5.8,7.71
17,2017/06/01 17:00,17.0,34.13,19.33,996.07,6,4.28,5.75
18,2017/06/01 18:00,17.0,34.13,21.03,996.07,0,3.39,4.81
19,2017/06/01 19:00,17.0,34.12,20.77,997.09,12,2.37,4.09
20,2017/06/01 20:00,17.0,34.05,20.94,998.29,12,3.37,5.17
21,2017/06/01 21:00,16.91,34.08,20.23,998.94,12,2.62,4.17
22,2017/06/01 22:00,16.8,34.13,19.8,999.51,15,2.17,3.38
23,2017/06/01 23:00,16.79,34.06,18.89,999.49,9,0.86,1.62
24,2017/06/02 0:00,16.67,34.15,18.7,999.89,9,0.62,0.99
25,2017/06/02 1:00,16.6,34.14,17.84,1000.35,7,0.74,1.22
26,2017/06/02 2:00,16.6,34.13,17.39,1000.91,9,2.07,3.51
27,2017/06/02 3:00,16.6,34.11,17.44,1001.68,15,2.01,3.15
28,2017/06/02 4:00,16.5,34.12,16.39,1001.86,9,1.17,2.06
29,2017/06/02 5:00,16.4,34.21,16.07,1002.49,7,0.9,1.66
30,2017/06/02 6:00,16.4,34.21,16.11,1003.18,9,0.85,1.66
31,2017/06/02 7:00,16.4,34.21,16.75,1003.07,9,1.11,1.9
32,2017/06/02 8:00,16.4,34.14,17.96,1003.68,7,1.55,2.05
33,2017/06/02 9:00,16.4,34.15,17.52,1004.46,1,3.45,4.61
34,2017/06/02 10:00,16.47,34.15,16.42,1003.91,1,4.17,5.68
35,2017/06/02 11:00,16.66,34.17,16.84,1004.01,1,3.82,5.24
36,2017/06/02 12:00,16.8,34.13,17.48,1004.02,3,3.95,5.66
37,2017/06/02 13:00,16.9,34.15,18.01,1004.23,0,2.93,4.17
38,2017/06/02 14:00,17.2,34.1,19.24,1003.89,9,2.83,4.64
39,2017/06/02 15:00,17.2,34.04,19.3,1003.73,9,3.82,6.46
40,2017/06/02 16:00,17.1,34.09,18.88,1003.86,9,3.63,6.6
41,2017/06/02 17:00,17.2,34.05,18.31,1004.25,9,3.67,6.6
42,2017/06/02 18:00,17.2,34.05,17.84,1004.65,9,3.25,6.11
43,2017/06/02 19:00,17.2,34.05,17.56,1005.31,7,2.43,4.61
44,2017/06/02 20:00,17.15,34.06,17.33,1006.1,7,1.97,3.41
45,2017/06/02 21:00,17.1,34.05,17.25,1006.5,7,1.5,2.54
46,2017/06/02 22:00,17.1,34.05,17.3,1007.29,15,1.24,2.14
47,2017/06/02 23:00,17.1,34.05,17.17,1007.27,15,0.81,1.43
48,2017/06/03 0:00,17.1,34.05,17.22,1007.5,12,0.82,1.29
49,2017/06/03 1:00,17.1,34.05,17.12,1007.03,14,0.74,1.08
50,2017/06/03 2:00,17.16,34.13,17.22,1006.9,15,0.89,1.28
51,2017/06/03 3:00,17.1,34.06,17.23,1006.61,13,0.76,1.17
52,2017/06/03 4:00,17.1,34.05,17.27,1006.23,4,1.32,1.74
53,2017/06/03 5:00,17.06,34.08,17.38,1007.17,14,1.31,1.95
54,2017/06/03 6:00,17.0,34.13,17.51,1007.41,13,0.98,1.44
55,2017/06/03 7:00,17.0,34.05,17.77,1007.45,2,1.78,2.28
56,2017/06/03 8:00,16.92,34.08,19.14,1007.61,1,1.48,2.28
57,2017/06/03 9:00,16.9,34.04,20.15,1007.21,6,2.25,3.22
58,2017/06/03 10:00,16.9,34.04,19.11,1006.69,6,4.32,5.77
59,2017/06/03 11:00,16.97,34.1,19.32,1006.85,1,5.12,6.85
60,2017/06/03 12:00,17.1,34.06,18.91,1006.65,3,5.58,7.62
61,2017/06/03 13:00,17.11,34.13,18.66,1006.2,6,6.03,8.27
62,2017/06/03 14:00,17.26,34.14,19.57,1005.88,3,4.4,6.32
63,2017/06/03 15:00,17.61,34.0,20.78,1005.58,0,5.18,6.97
64,2017/06/03 16:00,17.61,33.88,20.78,1005.45,6,4.26,5.82
65,2017/06/03 17:00,17.5,33.97,20.63,1005.95,3,3.3,4.66
66,2017/06/03 18:00,17.5,34.03,19.72,1006.6,9,3.29,6.06
67,2017/06/03 19:00,17.5,34.06,18.95,1007.56,9,2.49,4.57
68,2017/06/03 20:00,17.5,34.04,18.74,1008.33,13,1.54,2.86
69,2017/06/03 21:00,17.5,33.97,18.57,1008.49,9,1.75,3.26
70,2017/06/03 22:00,17.46,34.01,18.58,1009.36,15,2.15,3.58
71,2017/06/03 23:00,17.38,34.01,18.67,1009.84,15,1.95,3.17
72,2017/06/04 0:00,17.28,33.94,18.23,1009.59,15,1.02,1.88
73,2017/06/04 1:00,17.14,34.02,18.02,1009.69,12,1.62,2.53
74,2017/06/04 2:00,17.09,33.98,17.91,1009.76,12,1.06,1.71
75,2017/06/04 3:00,17.0,34.06,17.47,1009.3,12,0.82,1.25
76,2017/06/04 4:00,17.0,34.13,16.83,1009.14,7,0.36,0.58
77,2017/06/04 5:00,17.0,34.13,16.35,1009.28,7,0.57,0.81
78,2017/06/04 6:00,17.0,34.13,16.17,1010.56,1,0.54,0.79
79,2017/06/04 7:00,17.0,34.1,17.16,1010.76,1,1.26,1.62
80,2017/06/04 8:00,17.0,34.05,18.37,1011.15,1,1.94,2.46
81,2017/06/04 9:00,17.0,34.05,19.02,1011.33,1,2.19,2.81
82,2017/06/04 10:00,17.0,34.05,20.46,1011.02,6,3.08,4.08
83,2017/06/04 11:00,17.0,34.08,19.99,1010.69,6,4.42,5.94
84,2017/06/04 12:00,17.06,34.08,20.76,1010.66,3,4.04,5.6
85,2017/06/04 13:00,17.1,34.05,21.36,1010.67,0,3.6,4.8
86,2017/06/04 14:00,17.1,34.05,21.07,1010.3,0,2.91,3.93
87,2017/06/04 15:00,17.16,34.06,21.38,1010.38,9,3.57,5.58
88,2017/06/04 16:00,17.27,34.12,21.26,1010.26,7,3.56,5.84
89,2017/06/04 17:00,17.41,34.09,21.84,1010.17,9,3.28,6.03
90,2017/06/04 18:00,17.57,34.07,21.31,1010.62,9,2.38,4.56
91,2017/06/04 19:00,17.6,34.06,20.72,1011.27,9,2.05,3.8
92,2017/06/04 20:00,17.6,34.06,20.27,1011.72,9,1.54,2.94
93,2017/06/04 21:00,17.6,34.06,19.87,1012.75,9,1.1,1.97
94,2017/06/04 22:00,17.51,34.06,19.73,1013.47,15,0.79,1.3
95,2017/06/04 23:00,17.5,34.06,19.68,1014.17,15,0.91,1.36
96,2017/06/05 0:00,17.5,34.06,19.23,1014.04,14,0.78,1.15
97,2017/06/05 1:00,17.5,34.06,19.02,1014.02,13,0.69,1.04
98,2017/06/05 2:00,17.5,34.03,18.53,1012.9,13,0.46,0.71
99,2017/06/05 3:00,17.44,34.02,18.3,1013.1,9,0.28,0.49
100,2017/06/05 4:00,17.4,34.06,18.26,1013.2,9,1.23,1.86
101,2017/06/05 5:00,17.46,34.01,18.22,1014.17,15,1.61,2.53
102,2017/06/05 6:00,17.5,33.97,18.09,1014.52,15,0.96,1.68
103,2017/06/05 7:00,17.4,34.06,18.9,1014.63,15,1.18,1.96
104,2017/06/05 8:00,17.3,34.02,19.87,1015.21,15,1.55,2.63
105,2017/06/05 9:00,17.22,34.0,19.68,1014.83,7,2.99,4.67
106,2017/06/05 10:00,17.1,34.05,19.77,1014.65,7,3.56,5.72
107,2017/06/05 11:00,17.1,34.05,19.52,1014.97,9,4.14,6.69
108,2017/06/05 12:00,17.17,34.03,19.56,1014.82,7,4.15,6.61
109,2017/06/05 13:00,17.27,34.03,20.25,1014.93,9,3.85,6.73
110,2017/06/05 14:00,17.36,34.09,20.36,1015.04,9,4.58,7.67
111,2017/06/05 15:00,17.38,34.08,20.37,1015.17,9,4.59,8.1
112,2017/06/05 16:00,17.32,34.12,20.54,1015.47,9,3.53,6.34
113,2017/06/05 17:00,17.56,34.14,20.48,1015.98,9,3.46,6.33
114,2017/06/05 18:00,17.63,34.12,19.77,1016.31,7,2.67,5.19
115,2017/06/05 19:00,17.67,34.09,19.05,1016.78,15,2.65,4.65
116,2017/06/05 20:00,17.7,34.06,18.68,1017.44,15,2.6,4.62
117,2017/06/05 21:00,17.7,34.06,18.36,1018.09,13,1.65,3.2
118,2017/06/05 22:00,17.61,34.06,17.79,1018.15,5,1.72,3.36
119,2017/06/05 23:00,17.6,34.06,17.68,1018.17,15,2.74,4.42
120,2017/06/06 0:00,17.6,34.03,17.51,1018.02,12,2.46,3.85
121,2017/06/06 1:00,17.5,34.06,17.26,1017.39,15,2.53,4.05
122,2017/06/06 2:00,17.51,34.05,17.21,1016.91,15,1.92,3.01
123,2017/06/06 3:00,17.6,34.05,17.19,1016.83,12,1.98,3.16
124,2017/06/06 4:00,17.66,34.06,17.2,1016.59,15,2.09,3.13
125,2017/06/06 5:00,17.69,34.07,17.27,1016.7,15,2.28,3.62
126,2017/06/06 6:00,17.59,34.07,17.23,1017.09,15,1.94,3.24
127,2017/06/06 7:00,17.5,34.09,17.33,1017.16,15,2.97,4.56
128,2017/06/06 8:00,17.47,34.04,17.75,1017.08,12,3.29,5.16
129,2017/06/06 9:00,17.34,34.09,18.34,1016.99,15,2.64,4.5
130,2017/06/06 10:00,17.29,34.04,18.91,1016.69,15,2.3,4.09
131,2017/06/06 11:00,17.2,34.05,19.17,1016.04,9,2.0,3.8
132,2017/06/06 12:00,17.22,34.07,19.24,1015.75,9,2.21,4.21
133,2017/06/06 13:00,17.47,34.09,18.98,1014.95,7,2.22,4.12
134,2017/06/06 14:00,17.59,34.14,18.96,1014.38,9,1.96,3.62
135,2017/06/06 15:00,17.67,34.09,18.83,1014.12,9,1.97,3.37
136,2017/06/06 16:00,17.7,34.06,18.66,1014.0,9,1.71,2.89
137,2017/06/06 17:00,17.61,34.15,18.25,1014.33,7,1.11,1.69
138,2017/06/06 18:00,17.57,34.04,17.89,1013.78,9,1.44,2.33
139,2017/06/06 19:00,17.5,34.0,18.08,1012.69,9,2.48,3.99
140,2017/06/06 20:00,17.5,33.97,18.36,1012.41,9,3.05,4.93
141,2017/06/06 21:00,17.5,33.97,18.12,1012.58,9,3.0,4.75
142,2017/06/06 22:00,17.5,33.97,18.32,1012.57,9,2.33,3.87
143,2017/06/06 23:00,17.5,33.97,18.47,1012.59,7,2.42,3.85
144,2017/06/07 0:00,17.5,33.97,19.25,1011.84,7,2.87,4.37
145,2017/06/07 1:00,17.5,33.97,18.16,1011.12,7,1.73,2.62
146,2017/06/07 2:00,17.5,33.97,17.51,1010.36,13,1.36,2.03
147,2017/06/07 3:00,17.5,33.97,16.91,1008.82,0,1.25,1.86
148,2017/06/07 4:00,17.5,33.97,17.06,1008.15,6,1.52,2.35
149,2017/06/07 5:00,17.5,33.96,17.06,1007.93,0,2.3,3.56
150,2017/06/07 6:00,17.5,33.67,17.13,1007.48,0,1.81,2.85
151,2017/06/07 7:00,17.5,33.65,17.49,1007.23,6,1.85,2.99
152,2017/06/07 8:00,17.6,33.6,17.83,1006.45,6,3.16,4.75
153,2017/06/07 9:00,17.6,33.57,18.15,1005.51,0,3.78,5.81
154,2017/06/07 10:00,17.6,33.54,18.16,1005.05,0,4.32,6.13
155,2017/06/07 11:00,17.7,33.5,18.2,1004.7,0,3.73,4.89
156,2017/06/07 12:00,17.7,33.55,19.83,1004.58,0,3.7,5.12
157,2017/06/07 13:00,17.73,33.53,20.46,1004.07,1,4.17,6.0
158,2017/06/07 14:00,17.7,33.55,20.54,1003.24,0,4.0,5.68
159,2017/06/07 15:00,17.66,33.51,21.09,1003.15,2,4.22,5.76
160,2017/06/07 16:00,17.59,33.53,20.93,1003.51,1,4.26,5.79
161,2017/06/07 17:00,17.52,33.71,19.89,1003.55,3,4.53,6.22
162,2017/06/07 18:00,17.58,33.89,19.19,1003.79,1,4.21,5.72
163,2017/06/07 19:00,17.67,33.78,18.64,1004.44,6,4.2,5.41
164,2017/06/07 20:00,17.74,33.74,19.12,1004.68,2,3.91,5.18
165,2017/06/07 21:00,17.87,33.82,19.97,1005.11,4,3.93,5.38
166,2017/06/07 22:00,17.9,33.8,19.95,1006.1,2,3.15,4.37
167,2017/06/07 23:00,17.9,33.81,20.17,1006.73,15,2.08,3.48
168,2017/06/08 0:00,17.85,33.81,19.4,1006.45,13,2.2,3.66
169,2017/06/08 1:00,17.8,33.81,18.83,1006.24,15,2.38,4.02
170,2017/06/08 2:00,17.8,33.81,18.28,1006.31,12,0.98,1.69
171,2017/06/08 3:00,17.74,33.8,18.13,1006.41,4,1.98,3.06
172,2017/06/08 4:00,17.7,33.8,17.62,1006.92,9,1.08,1.82
173,2017/06/08 5:00,17.64,33.85,17.48,1007.55,9,0.91,1.47
174,2017/06/08 6:00,17.52,33.93,17.67,1008.2,7,1.5,2.32
175,2017/06/08 7:00,17.53,33.95,18.19,1008.96,15,1.74,2.89
176,2017/06/08 8:00,17.59,33.9,19.23,1009.47,13,2.88,4.59
177,2017/06/08 9:00,17.38,33.95,20.38,1009.35,13,3.1,4.98
178,2017/06/08 10:00,17.3,33.97,21.42,1009.25,4,3.41,5.38
179,2017/06/08 11:00,17.3,33.97,22.64,1009.35,13,3.2,5.21
180,2017/06/08 12:00,17.3,33.97,23.66,1009.21,15,3.63,5.41
181,2017/06/08 13:00,17.35,33.98,24.69,1008.61,13,2.55,3.98
182,2017/06/08 14:00,17.56,33.94,21.52,1007.76,6,5.48,7.45
183,2017/06/08 15:00,17.68,33.95,20.99,1007.52,6,4.86,6.63
184,2017/06/08 16:00,17.8,33.97,21.38,1007.54,6,4.77,6.52
185,2017/06/08 17:00,17.89,33.9,20.59,1007.45,6,4.97,6.5
186,2017/06/08 18:00,17.86,33.94,20.36,1008.22,6,3.49,4.72
187,2017/06/08 19:00,17.9,33.89,19.87,1008.77,1,2.31,3.21
188,2017/06/08 20:00,17.9,33.86,18.76,1009.01,1,2.2,3.07
189,2017/06/08 21:00,17.78,33.9,18.0,1009.16,0,2.03,2.8
190,2017/06/08 22:00,17.62,33.95,17.84,1009.05,0,1.74,2.43
191,2017/06/08 23:00,17.59,33.94,17.72,1008.94,2,1.55,2.08
192,2017/06/09 0:00,17.5,33.97,17.42,1008.43,4,1.74,2.27
193,2017/06/09 1:00,17.5,33.97,17.8,1008.22,2,1.76,2.29
194,2017/06/09 2:00,17.41,33.98,17.57,1008.56,4,1.42,1.82
195,2017/06/09 3:00,17.4,33.97,18.42,1008.3,13,1.59,2.1
196,2017/06/09 4:00,17.4,33.97,20.6,1008.57,15,2.32,3.25
197,2017/06/09 5:00,17.4,33.98,21.15,1008.51,15,3.06,4.18
198,2017/06/09 6:00,17.4,33.97,21.22,1008.61,13,1.52,2.25
199,2017/06/09 7:00,17.4,33.96,21.77,1008.71,4,0.99,1.54
200,2017/06/09 8:00,17.41,33.91,22.3,1008.91,15,2.74,4.04
201,2017/06/09 9:00,17.29,33.96,24.09,1009.03,4,2.76,3.69
202,2017/06/09 10:00,17.1,33.98,24.48,1008.69,2,2.9,3.66
203,2017/06/09 11:00,17.08,33.98,22.52,1008.43,6,4.06,5.35
204,2017/06/09 12:00,17.0,34.05,21.51,1007.87,6,4.93,6.53
205,2017/06/09 13:00,17.07,34.02,21.63,1007.49,6,4.93,6.6
206,2017/06/09 14:00,17.2,34.04,21.91,1006.79,3,4.76,6.21
207,2017/06/09 15:00,17.36,34.07,22.0,1006.42,6,4.9,6.69
208,2017/06/09 16:00,17.5,33.97,22.42,1006.1,3,3.92,5.41
209,2017/06/09 17:00,17.5,34.03,22.19,1005.74,2,6.2,8.26
210,2017/06/09 18:00,17.5,33.99,21.82,1006.51,0,4.81,6.25
211,2017/06/09 19:00,17.55,33.78,21.79,1006.4,0,5.44,6.93
212,2017/06/09 20:00,17.5,33.86,21.51,1006.61,2,6.09,7.58
213,2017/06/09 21:00,17.76,33.81,20.83,1006.72,2,4.19,5.4
214,2017/06/09 22:00,18.13,33.75,20.52,1007.36,4,4.59,5.86
215,2017/06/09 23:00,18.2,33.73,21.42,1007.32,2,5.01,6.45
216,2017/06/10 0:00,18.2,33.73,19.5,1007.51,3,3.04,3.99
217,2017/06/10 1:00,18.2,33.73,20.01,1007.19,2,3.68,4.92
218,2017/06/10 2:00,18.2,33.73,21.4,1007.07,2,4.23,5.79
219,2017/06/10 3:00,18.2,33.71,21.2,1006.64,2,4.73,6.19
220,2017/06/10 4:00,18.08,33.73,20.63,1006.68,2,5.24,6.63
221,2017/06/10 5:00,17.89,33.7,20.91,1006.74,2,5.17,7.65
222,2017/06/10 6:00,17.72,33.73,20.51,1007.42,4,4.2,6.05
223,2017/06/10 7:00,17.46,33.85,20.58,1007.45,2,3.79,5.11
224,2017/06/10 8:00,17.57,33.9,20.32,1007.84,6,2.88,3.95
225,2017/06/10 9:00,17.61,33.88,20.29,1007.88,6,4.05,5.31
226,2017/06/10 10:00,17.47,33.94,20.03,1007.3,6,4.66,6.14
227,2017/06/10 11:00,17.4,33.94,19.74,1007.22,6,5.11,6.7
228,2017/06/10 12:00,17.4,33.94,19.24,1007.24,6,4.17,5.83
229,2017/06/10 13:00,17.4,33.95,19.31,1006.79,6,5.7,7.42
230,2017/06/10 14:00,17.47,33.96,18.89,1006.5,6,5.64,7.44
231,2017/06/10 15:00,17.5,33.97,19.98,1006.48,6,4.53,6.28
232,2017/06/10 16:00,17.5,33.97,20.77,1006.65,9,3.15,5.14
233,2017/06/10 17:00,17.45,33.98,20.58,1006.76,9,3.61,5.86
234,2017/06/10 18:00,17.38,33.97,20.07,1006.96,9,2.21,4.39
235,2017/06/10 19:00,17.25,34.02,19.64,1007.27,13,2.16,3.94
236,2017/06/10 20:00,17.3,33.97,19.76,1007.43,15,1.86,3.63
237,2017/06/10 21:00,17.3,33.97,19.97,1007.31,10,1.72,3.28
238,2017/06/10 22:00,17.33,33.97,20.06,1008.05,12,2.33,3.55
239,2017/06/10 23:00,17.4,33.92,20.14,1008.3,15,2.33,3.71
240,2017/06/11 0:00,17.4,33.88,20.13,1008.02,15,2.22,3.46
241,2017/06/11 1:00,17.36,33.92,19.48,1007.5,9,1.28,2.44
242,2017/06/11 2:00,17.3,33.9,18.98,1006.93,9,1.5,2.62
243,2017/06/11 3:00,17.29,33.89,18.77,1006.67,9,1.64,2.67
244,2017/06/11 4:00,17.22,33.95,19.14,1006.94,15,2.32,3.67
245,2017/06/11 5:00,17.41,33.95,19.22,1007.07,15,2.43,3.82
246,2017/06/11 6:00,17.54,33.94,18.84,1007.59,12,1.7,2.7
247,2017/06/11 7:00,17.54,33.94,19.1,1007.79,12,1.84,2.83
248,2017/06/11 8:00,17.59,33.94,19.9,1007.6,15,1.46,2.55
249,2017/06/11 9:00,17.55,33.93,20.41,1007.49,7,1.9,2.95
250,2017/06/11 10:00,17.27,33.98,21.07,1007.29,7,2.97,4.73
251,2017/06/11 11:00,16.79,34.02,21.36,1007.48,9,3.44,5.77
252,2017/06/11 12:00,16.8,33.99,21.56,1007.68,9,3.9,6.87
253,2017/06/11 13:00,16.85,34.04,22.01,1007.65,9,3.26,5.88
254,2017/06/11 14:00,17.0,33.96,21.95,1007.8,9,4.42,7.8
255,2017/06/11 15:00,17.14,33.99,21.46,1008.18,9,4.3,7.8
256,2017/06/11 16:00,17.69,33.97,21.38,1008.44,9,2.8,5.65
257,2017/06/11 17:00,17.96,33.97,20.77,1008.7,9,3.4,6.55
258,2017/06/11 18:00,18.0,33.98,19.98,1009.0,9,3.11,6.34
259,2017/06/11 19:00,17.9,33.99,19.47,1010.14,15,2.79,5.41
260,2017/06/11 20:00,17.75,34.01,18.86,1010.6,15,2.72,5.38
261,2017/06/11 21:00,17.8,33.98,18.7,1011.18,15,3.42,6.01
262,2017/06/11 22:00,17.78,33.97,18.5,1011.78,15,3.74,6.18
263,2017/06/11 23:00,17.54,33.93,18.38,1012.84,15,3.16,5.19
264,2017/06/12 0:00,17.35,33.94,18.22,1013.09,15,3.11,5.1
265,2017/06/12 1:00,17.3,33.96,18.16,1013.37,15,3.62,5.61
266,2017/06/12 2:00,17.3,33.88,18.09,1013.5,15,2.86,4.63
267,2017/06/12 3:00,17.2,33.95,17.92,1013.48,15,2.63,4.37
268,2017/06/12 4:00,17.1,33.95,17.85,1014.0,15,2.63,4.18
269,2017/06/12 5:00,17.11,33.91,17.83,1014.4,15,3.09,4.99
270,2017/06/12 6:00,17.32,33.95,17.92,1014.91,15,3.13,4.92
271,2017/06/12 7:00,17.4,33.97,18.02,1014.97,15,3.48,5.7
272,2017/06/12 8:00,17.4,33.97,18.43,1015.22,15,3.54,6.2
273,2017/06/12 9:00,17.33,33.94,19.0,1015.58,15,2.73,5.14
274,2017/06/12 10:00,17.3,33.88,19.37,1015.58,15,3.17,5.87
275,2017/06/12 11:00,17.18,33.93,19.79,1015.74,9,3.33,6.58
276,2017/06/12 12:00,17.1,33.95,19.91,1015.4,9,3.99,7.73
277,2017/06/12 13:00,17.1,33.9,19.41,1015.24,9,4.19,7.91
278,2017/06/12 14:00,17.1,33.92,19.17,1015.07,9,3.97,7.43
279,2017/06/12 15:00,17.1,33.93,18.94,1015.15,9,3.69,7.06
280,2017/06/12 16:00,17.3,33.99,18.62,1014.76,9,3.6,6.81
281,2017/06/12 17:00,17.61,33.96,18.31,1014.48,9,2.85,5.8
282,2017/06/12 18:00,17.7,33.98,18.28,1015.0,7,2.36,4.77
283,2017/06/12 19:00,17.7,33.98,17.93,1015.14,15,2.53,4.91
284,2017/06/12 20:00,17.63,33.98,17.46,1015.71,13,2.94,5.4
285,2017/06/12 21:00,17.57,33.95,17.18,1016.09,15,3.32,5.66
286,2017/06/12 22:00,17.5,33.96,17.08,1016.55,15,3.7,6.14
287,2017/06/12 23:00,17.41,33.93,17.07,1016.86,15,3.11,5.26
288,2017/06/13 0:00,17.14,34.01,17.12,1016.96,15,2.78,4.49
289,2017/06/13 1:00,17.1,34.03,17.05,1016.76,15,2.43,3.74
290,2017/06/13 2:00,17.1,33.96,16.92,1016.51,15,2.68,4.06
291,2017/06/13 3:00,17.1,33.96,16.9,1016.55,15,2.33,3.73
292,2017/06/13 4:00,17.1,33.91,16.64,1015.99,15,2.28,3.49
293,2017/06/13 5:00,17.1,33.89,16.47,1015.92,15,2.19,3.39
294,2017/06/13 6:00,17.12,33.98,16.69,1016.37,12,2.34,3.6
295,2017/06/13 7:00,17.24,33.93,17.09,1016.4,15,2.25,3.61
296,2017/06/13 8:00,17.3,33.94,18.1,1016.4,15,1.98,3.27
297,2017/06/13 9:00,17.3,33.97,18.78,1015.74,7,2.58,4.35
298,2017/06/13 10:00,17.33,33.93,18.66,1015.27,7,3.4,5.37
299,2017/06/13 11:00,17.45,33.84,18.82,1015.14,9,3.6,5.48
300,2017/06/13 12:00,17.58,33.85,18.34,1014.84,7,4.02,6.19
301,2017/06/13 13:00,17.73,33.78,18.74,1014.31,7,3.24,5.14
302,2017/06/13 14:00,17.86,33.73,18.92,1014.15,9,3.2,5.02
303,2017/06/13 15:00,17.97,33.75,19.36,1014.0,9,2.72,4.49
304,2017/06/13 16:00,18.0,33.79,19.37,1013.75,7,1.98,3.02
305,2017/06/13 17:00,18.0,33.77,18.77,1013.44,0,2.5,3.29
306,2017/06/13 18:00,17.94,33.73,17.89,1013.56,2,2.37,3.08
307,2017/06/13 19:00,17.87,33.69,17.95,1013.27,0,1.11,1.63
308,2017/06/13 20:00,17.76,33.76,18.41,1013.27,15,1.36,2.14
309,2017/06/13 21:00,17.64,33.84,18.04,1013.7,9,1.72,2.91
310,2017/06/13 22:00,17.65,33.85,18.0,1013.61,9,1.37,2.32
311,2017/06/13 23:00,17.71,33.79,17.92,1013.46,9,1.35,2.23
312,2017/06/14 0:00,17.88,33.71,17.84,1013.18,9,0.58,0.96
313,2017/06/14 1:00,17.9,33.72,17.86,1012.56,7,1.24,1.67
314,2017/06/14 2:00,17.9,33.72,17.62,1012.22,0,2.41,3.2
315,2017/06/14 3:00,17.9,33.72,17.67,1011.92,0,1.73,2.31
316,2017/06/14 4:00,17.9,33.72,17.67,1011.67,0,2.14,2.76
317,2017/06/14 5:00,17.9,33.69,17.49,1011.67,0,0.77,1.17
318,2017/06/14 6:00,17.9,33.64,17.68,1011.68,2,1.06,1.63
319,2017/06/14 7:00,17.9,33.64,18.63,1011.76,15,2.36,3.64
320,2017/06/14 8:00,17.81,33.71,19.94,1011.76,7,1.24,1.87
321,2017/06/14 9:00,17.8,33.72,21.07,1011.41,7,1.46,2.05
322,2017/06/14 10:00,17.88,33.75,20.0,1011.34,1,3.58,4.87
323,2017/06/14 11:00,17.96,33.8,19.92,1010.93,3,3.62,5.0
324,2017/06/14 12:00,18.0,33.77,20.47,1010.36,6,4.33,5.89
325,2017/06/14 13:00,18.0,33.73,19.67,1009.87,6,5.05,6.88
326,2017/06/14 14:00,18.0,33.75,19.62,1009.37,1,4.07,6.17
327,2017/06/14 15:00,18.05,33.77,20.37,1009.01,1,4.02,5.76
328,2017/06/14 16:00,18.2,33.75,20.49,1008.54,6,4.86,6.72
329,2017/06/14 17:00,18.2,33.82,19.99,1008.12,6,5.04,6.76
330,2017/06/14 18:00,18.19,33.74,19.89,1007.75,6,5.14,6.71
331,2017/06/14 19:00,18.09,33.74,20.33,1007.83,6,3.73,5.09
332,2017/06/14 20:00,18.0,33.8,20.02,1007.9,6,3.35,4.51
333,2017/06/14 21:00,17.97,33.75,21.15,1008.26,2,3.71,5.11
334,2017/06/14 22:00,17.9,33.58,21.83,1008.64,4,5.65,7.13
335,2017/06/14 23:00,17.9,33.7,21.8,1008.51,4,3.53,4.93
336,2017/06/15 0:00,18.02,33.75,21.23,1008.25,2,1.75,2.39
337,2017/06/15 1:00,18.16,33.75,20.91,1008.15,4,2.47,2.98
338,2017/06/15 2:00,18.2,33.73,21.05,1008.33,13,1.69,2.29
339,2017/06/15 3:00,18.15,33.77,20.71,1007.51,15,0.85,1.28
340,2017/06/15 4:00,18.1,33.81,19.87,1007.24,1,1.31,1.88
341,2017/06/15 5:00,18.1,33.76,19.8,1007.28,7,1.11,1.61
342,2017/06/15 6:00,18.1,33.73,20.64,1007.4,9,0.9,1.43
343,2017/06/15 7:00,18.03,33.79,21.29,1007.27,7,1.67,2.58
344,2017/06/15 8:00,18.0,33.81,22.41,1007.45,15,1.91,3.12
345,2017/06/15 9:00,18.02,33.8,23.84,1007.33,4,2.47,3.7
346,2017/06/15 10:00,18.04,33.86,24.69,1006.93,4,3.73,5.46
347,2017/06/15 11:00,18.2,33.8,25.95,1006.61,2,3.88,5.4
348,2017/06/15 12:00,18.26,33.7,25.89,1006.34,6,5.6,7.26
