statistics,percent,water temperature,salt,temperature,air press,wind direction,wind speed,max wind,precipitation_busan,freq
original_mean,23.03160146699266,22.009733861044666,31.570659385855752,23.36780238623751,1009.863533875619,7.441326232800897,2.3486715223896226,3.63056228978848,919.3393431529337,1.2885085574572128
augmented_mean,22.926633444444448,21.990287165428526,31.56801874881656,23.331747095761898,1009.8818598656956,7.442595632220543,2.3489019125389405,3.6301051330662175,922.2268111229877,1.2794444444444444
original_median,21.1,22.006369047619046,31.76607142857143,23.56625,1008.9230357142856,7.440476190476192,2.245059523809524,3.538452380952381,688.8,1.0
augmented_median,20.9,21.98011904761905,31.76607142857143,23.56625,1009.0234523809524,7.440476190476192,2.245059523809524,3.5335714285714284,688.8,1.0
original_std,16.796578540754613,3.3442410925752424,1.575620425019984,3.858571848341765,4.383599576225525,2.5390917702603835,0.5020307604420267,0.6486102593524764,689.7622103811743,0.5116895244670582
augmented_std,16.726974393256636,3.347407229333286,1.5767211170163307,3.8712353230244716,4.405760282156034,2.534950879135946,0.5023627459528427,0.6501243611476051,689.1156843844902,0.5052197263369023
